등급분류번호,게임물명,제작자,자체등급,자체등급분류사업자,결정일자,구분,결정등급
RE-OM-231019-047,Gun master: Fps Shooting Games,Crown Star Technology,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-048,FPS Extreme Gun Shooting,Gamezy Creations,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-049,FPS Shooting Games: Gun Games,Beyond Limits,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-050,Gun Fire Offline Shooting Game,14th KING,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-051,Counter Strike: Mask Gun Games,Xterio Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-052,Zombie Killer,dev.ritesh13,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-053,FPS Shooting Zombie games,Sayara Sibaq Gaming INC,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-054,Battleground TPS Shooting Game,LEVITRIX (PRIVATE) LIMITED,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-055,Rope Frog Hero Vegas Crime War,Global Action Fire Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-056,FPS battleground attack games,Game Nitro Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-057,zombie kill fire: Dead Trigger,Tapivator Games Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-058,Monster Shooter: Survival FPS,"TVC Global., Ltd",,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-059,FPS Strike : Modern Commando,Techlonia Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-060,Juegos Online,AYNNER JOSE FLOREZ OROZCO,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-061,Modern FPS War,Gran Toro Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-062,Bigfoot Yeti Gorilla Sasquatch,nightmare studios,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-063,Stickman Warfare Battle Strike,Anna Nikolaevna,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-064,Wild Animal Hunter Offline,Aqib shabbir,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-065,Sniper 3D Zombie: War Shooting,Gun action games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-066,Santa Claus Rope Hero Fighter,omosegames,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-067,Cowboy Horse Riding Horse Race,Squad Gaming,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-068,Noize: Ninja Stealh,Texas PFCG Aplicativos Ltda,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-069,Sniper Strike Game,Ayesha Khan,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-070,FPS Army Commando Mission,TeeToo,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-071,Sniper Gun - FPS Killing Games,Golden Star Labs,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-072,FPS Battle Strike Ops: Free Shooting Games 2021,Zeal Games Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-073,Battlegrounds Fire Squad - Free FPS Shooting War,Duo Play Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-074,Fps Shooting Strike: Shooting Games 2020,3TIER GAMES,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-075,Monster Playtime Shooter Games,Monster Commic Shooting CS Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-076,Project: New World. Шутер от 3 лица. CyberShooter,SibGames,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-077,Hajper: Games ＆ Slots,Scenini,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-078,Slots Girls Win,Шумакова ?рина,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-079,MyBlackjackTutor,David Shapiro,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-080,chest big game,Indah Coding,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-081,Happy Black Jack,TANG LI XING,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-082,YEHYEH Casino,Sirip Thanaku,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-083,Winning Blackjack 21 - Card,Gaga Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-084,San Manuel Casino Games,SeaFan Coral,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-085,Skate-Casino Skater Slot Game,Ashikur Rahman app,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-086,Simple Blackjack,Darwin Inc,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-087,Sexy Waifu Mahjong Connect,Melon Peach App,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-088,Drug Mafia 3d Weed Mafia Games,Game Wall Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-089,Gangster Theft Auto V Game 5,Lont Action Games Inc,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-090,Grand Gangster Flying Hero 3d,AUT CLASH,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-091,Modern Black Ops Offline,ERICK CORONA PLANCARTE,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-092,Idle Ragdoll Hero,ServoStudios,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-093,Real Gangster Games,GrumpyBits Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-094,Anime Girls vs Zombies,tamgame,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-095,FPS Strike Shooting War Games,The Gamers Berry,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-096,Encounter Terrorist Strike: FPS Gun Shooting 2020,Free FPS Gun Shooting Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-097,Scan And Snipe,RedLineGames,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-098,FPS Gun-Strike: Shooting Games,wacky pinch,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-099,Super Spider Rescue Mission 3D,Featured Games Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-100,Warzone Mayhem,Moien Game Studio,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-101,Zombie Derby 2,Brinemedia,,Microsoft,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-102,Slayers X: Terminal Aftermath: Vengance of the Slayer,No More Robots,,Microsoft,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-103,Zombie Defense 3D!,Dats.Games,,Apple,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-104,Zombination - Zombie Games,Fearless Spartans,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-105,Jailbreak Police Escape Prison,Games Panel,,Google,2023-10-19,직권등급재분류,청소년이용불가
RE-OM-231019-106,Lion Hunting: Wild Hunter Game,Zero Strategy Games,,Google,2023-10-19,직권등급재분류,청소년이용불가
